sub_type
1 star
1 Star
"1 Star, 2 Star"
"1 Star, Bangla Restaurant"
"1 Star, Restaurant"
2 star
2 Star
"2 Star, Chinese Restaurant, Restaurant, Thai Restaurant"
"2 Star, Commercial Building"
"2 Star, Resort"
"2 Star, Restaurant"
3 Star
"3 Star, 4 Star"
"3 Star, Apartment"
"3 Star, Commercial Building"
"3 Star, Resort"
"3 Star, Resort, Restaurant"
"3 Star, Restaurant"
4 Star
"4 Star, Resort"
5 Star
"5 Star, Resort"
Abandoned House
"Abandoned House, House"
"Abandoned House, Madrasha"
"Abandoned House, Old Home"
Academic building
Academic Building
"Academic Building, College"
"Academic Building, College, School"
"Academic Building, Madrasha"
"Academic Building, Polytechnic Institute"
"Academic Building, School"
"Academic Building, Training Institute"
"Academic Building, University"
Accessories
"Accessories, Advertising Service"
"Accessories, Advertising Service, Bag Shop, Clothing, Clothing Accesories, Cosmetics, Crockeries"
"Accessories, Advertising Service, Battery, Bkash, Computer Shop, Mobile Phone Accessories, Mobile Phone Shop, Mobile Recharge, Mobile Repair Shop, Nagad, Photocopy, Printing, Rocket, Stationary, Surecash, Upay, iPay"
"Accessories, Aluminum"
"Accessories, Aluminum, Glass"
"Accessories, Arot"
"Accessories, Arot, Rice Shop"
"Accessories, Bag Shop"
"Accessories, Bag Shop, Bkash"
"Accessories, Bag Shop, Bkash, Nagad, Stationary, Upay"
"Accessories, Bag Shop, Clothing Accesories, Colour Shop"
"Accessories, Bag Shop, Cosmetics"
"Accessories, Bag Shop, Stationary"
"Accessories, Bakery, Pizza Place"
"Accessories, Battery"
"Accessories, Battery, Computer Shop"
"Accessories, Battery, Electrical"
"Accessories, Bedding Store"
"Accessories, Bedding Store, Clothing Accesories"
"Accessories, Bedding Store, Electronics, General Store"
"Accessories, Bedding Store, Furniture"
"Accessories, Bhangari"
"Accessories, Bkash"
"Accessories, Bkash, Branch Office, Furniture, House, Laundry, Pharmacy"
"Accessories, Bkash, Clothing, Gas Cylinder, Mobile Recharge, Rocket"
"Accessories, Bkash, Computer Shop"
"Accessories, Bkash, Computer Shop, Nagad"
"Accessories, Bkash, Confectionery, Cooking Ingredients, Cosmetics, Departmental Store, Gift Shop, Mobile Recharge, Nagad, Pharmacy, Rocket, Stationary, Super Shop, Upay"
"Accessories, Bkash, Cosmetics"
"Accessories, Bkash, Crockeries, Departmental Store, Fruit Shop"
"Accessories, Bkash, Crockeries, Mobile Recharge, Nagad, Rocket"
"Accessories, Bkash, Curtain Store, General Store"
"Accessories, Bkash, Cyber Cafe, Mobile Recharge, Nagad, Rocket"
"Accessories, Bkash, Egg Shop, Nagad"
"Accessories, Bkash, Electrical"
"Accessories, Bkash, Electrical, Hardware, Nagad"
"Accessories, Bkash, Electrical, Mobile Recharge, Nagad"
"Accessories, Bkash, Electronics, Mobile Recharge, Nagad, Photocopy, Rocket, Stationary"
"Accessories, Bkash, Electronics, Mobile Repair Shop"
"Accessories, Bkash, Electronics, Rocket"
"Accessories, Bkash, Gas Cylinder, Hardware"
"Accessories, Bkash, General Store, Mobile Recharge, Nagad"
"Accessories, Bkash, Mobile Phone Accessories"
"Accessories, Bkash, Mobile Phone Accessories, Mobile Phone Shop, Mobile Recharge, Mobile Repair Shop, Nagad"
"Accessories, Bkash, Mobile Phone Accessories, Mobile Recharge, Mobile Repair Shop, Nagad, Rocket"
"Accessories, Bkash, Mobile Phone Accessories, Mobile Recharge, Nagad, Rocket"
"Accessories, Bkash, Mobile Phone Shop, Mobile Recharge, Mobile Repair Shop, Nagad, Rocket"
"Accessories, Bkash, Mobile Phone Shop, Mobile Recharge, Mobile Repair Shop, Rocket"
"Accessories, Bkash, Mobile Phone Shop, Mobile Recharge, Nagad, Photocopy, Rocket, Stationary"
"Accessories, Bkash, Mobile Phone Shop, Mobile Recharge, Nagad, Rocket"
"Accessories, Bkash, Mobile Phone Shop, Mobile Recharge, Nagad, Rocket, Stationary"
"Accessories, Bkash, Mobile Phone Shop, Mobile Recharge, Rocket"
"Accessories, Bkash, Mobile Recharge"
"Accessories, Bkash, Mobile Recharge, Mobile Repair Shop"
"Accessories, Bkash, Mobile Recharge, Mobile Repair Shop, Nagad, Rocket"
"Accessories, Bkash, Mobile Recharge, Nagad"
"Accessories, Bkash, Mobile Recharge, Nagad, Pharmacy, Upay"
"Accessories, Bkash, Mobile Recharge, Nagad, Photocopy, Printing, Rocket"
"Accessories, Bkash, Mobile Recharge, Nagad, Photocopy, Printing, Rocket, Stationary"
"Accessories, Bkash, Mobile Recharge, Nagad, Photocopy, Rocket"
"Accessories, Bkash, Mobile Recharge, Nagad, Rocket"
"Accessories, Bkash, Mobile Recharge, Nagad, Stationary"
"Accessories, Bkash, Mobile Recharge, Nagad, Upay"
"Accessories, Bkash, Mobile Recharge, Rocket"
"Accessories, Bkash, Mobile Recharge, Rocket, Stationary"
"Accessories, Bkash, Mobile Recharge, Stationary"
"Accessories, Bkash, Nagad"
"Accessories, Bkash, Nagad, Rocket"
"Accessories, Bkash, Photocopy"
"Accessories, Bkash, Rocket"
"Accessories, Bkash, Stationary"
"Accessories, Book Shop"
"Accessories, Book Shop, Clothing Accesories, Religious Goods"
"Accessories, Book Shop, Stationary"
"Accessories, Bus Counter"
"Accessories, Car Decoration"
"Accessories, Car & Motorcycle Wash, Car Parts Shop"
"Accessories, Car & Motorcycle Wash, Motor Parts, Motorcycle Workshop"
"Accessories, Car Oil Store"
"Accessories, Car Parts Shop"
"Accessories, Car Parts Shop, Car Workshop"
"Accessories, Car Parts Shop, Tyre Shop, Car Oil Store"
"Accessories, Chemical"
"Accessories, Clothing"
"Accessories, Clothing Accesories"
"Accessories, Clothing, Clothing Accesories"
"Accessories, Clothing, Clothing Accesories, Crockeries, Jewellery Shop, Showroom"
"Accessories, Clothing, Gas Cylinder"
"Accessories, Clothing, Gift Shop, Toy Shop"
"Accessories, Clothing, Tailor"
"Accessories, Colour Shop, Motor Parts"
"Accessories, Computer Shop"
"Accessories, Computer Shop, Cyber Cafe, Photocopy, Printing"
"Accessories, Computer Shop, Electrical"
"Accessories, Computer Shop, Electronics"
"Accessories, Computer Shop, Printing"
"Accessories, Computer Shop, Rocket"
"Accessories, Computer Shop, Stationary"
"Accessories, Computer Shop, Studio"
"Accessories, Confectionery"
"Accessories, Confectionery, Fast Food"
"Accessories, Cooking Ingredients, Plastic Shop"
"Accessories, Cosmetics"
"Accessories, Cosmetics, Electrical"
"Accessories, Cosmetics, General Store"
"Accessories, Cosmetics, Toy Shop"
"Accessories, Courier Service, Photo Studio, Photocopy"
"Accessories, Crockeries"
"Accessories, Crockeries, Plastic Shop"
"Accessories, Crockeries, Stationary"
"Accessories, Curtain Store"
"Accessories, Curtain Store, General Store"
"Accessories, Curtoon Shop"
"Accessories, Cyber Cafe"
"Accessories, Cyber Cafe, Electronics"
"Accessories, Cycle Shop"
"Accessories, Cycle Shop, Motor Parts, Tyre Shop"
"Accessories, Dairy Store"
"Accessories, Decorator"
"Accessories, Departmental Store"
"Accessories, Door"
"Accessories, Door, Hardware"
"Accessories, Egg Shop"
"Accessories, Egg Shop, Plastic Shop"
"Accessories, Electrical"
"Accessories, Electrical, Car Oil Store"
"Accessories, Electrical, Electronics"
"Accessories, Electrical, Gas Cylinder"
"Accessories, Electrical, Hardware, Workshop"
"Accessories, Electrical, Mobile Phone Accessories"
"Accessories, Electrical, Stationary"
"Accessories, Electrical, Workshop"
"Accessories, Electronics"
"Accessories, Electronics, Electronics"
"Accessories, Electronics, Gas Cylinder"
"Accessories, Electronics, Mobile Phone Accessories, Sanitary"
"Accessories, Electronics, Mobile Phone Shop"
"Accessories, Electronics, Mobile Recharge, Mobile Repair Shop"
"Accessories, Electronics, Motor Parts"
"Accessories, Electronics, Plastic Shop"
"Accessories, Electronics, Toy Shop"
"Accessories, Fabric Store"
"Accessories, Fast Food"
"Accessories, Feed Shop"
"Accessories, Feed Shop, Gas Cylinder, Laundry"
"Accessories, Fertilizer"
"Accessories, Fertilizer, Pesticide Shop"
"Accessories, Fish Shop"
"Accessories, Footwear"
"Accessories, Fruit Shop"
"Accessories, Furniture"
"Accessories, Garments"
"Accessories, Gas Cylinder"
